bloquer;-1
maîtriser;0
compenser;0
mépriser;-1
recharger;0
économiser;0
restreindre;-1
défendre;0
redynamiser;0
rouler;0
accuser;-1
déménager;0
séparer;-1
accorder;1
persuader;1
couvrir;0
abonder;0
plomber;-1
importer;0
entendre;0
déplafonner;0
avantager;0
rajouter;0
garer;0
stopper;-1
expliquer;0
opposer;-1
aborder;0
convertir;0
déplacer;0
agrandir;1
parler;0
imaginer;0
taler;0
démontrer;0
affecter;1
observer;0
enlever;-1
réintégrer;1
axer;0
dilapider;-1
abîmer;-1
forer;0
diviser;0
rehausser;1
pervertir;-1
mener;0
assommer;-1
visiter;0
répartir;0
reclasser;0
desservir;-1
regarder;0
percevoir;0
signaler;0
destiner;0
gérer;0
justifier;0
emmener;0
réévaluer;1
accéder;0
fournir;1
tourner;0
troquer;-1
doubler;1
rechigner;-1
intégrer;1
savoir;0
vider;-1
foutre;0
diriger;0
dépenser;0
normaliser;0
taper;0
redéfinir;0
rassurer;0
tracter;0
transférer;1
prier;0
brader;-1
assumer;0
rentrer;0
expliciter;0
quitter;-1
dénoncer;-1
figurer;0
sembler;0
allumer;1
constater;0
piller;-1
rationner;0
prioriser;1
saisir;-1
injecter;1
enseigner;0
rouvrir;1
contenir;0
saluer;1
réquisitionner;-1
rapprocher;1
surveiller;0
dénationaliser;-1
juger;0
bouter;-1
négliger;-1
communiquer;0
étendre;1
apparaître;0
réhabiliter;1
étayer;0
réactiver;1
entrer;0
exister;0
ailler;0
illustrer;0
habiter;0
revivre;1
joindre;0
subir;-1
revenir;1
teindre;0
envahir;-1
positionner;0
vulgariser;-1
distribuer;0
impacter;0
amener;1
tracer;0
arranger;0
survivre;0
détourner;0
crier;0
louer;1
user;-1
reposer;0
charger;0
altérer;0
bouger;0
élargir;1
activer;1
lâcher;-1
priver;-1
manquer;-1
constituer;0
viser;0
enclencher;1
demeurer;0
échelonner;0
crever;-1
réserver;1
chercher;0
personnaliser;0
supposer;0
laver;0
cibler;0
décaler;-1
argumenter;0
lier;0
traverser;0
ghetoiser;-1
amplifier;0
masquer;0
proportionner;0
réussir;0
amorcer;1
révolutionner;1
travailler;0
souligner;1
recentrer;0
écouter;0
détruire;-1
collecter;-1
étaler;1
attraper;0
domestiquer;-1
expérimenter;0
opter;0
infantiliser;0
diversifier;1
panner;0
proscrire;-1
discerner;0
réparer;1
marquer;1
parfaire;1
ajuster;0
remailler;0
effacer;-1
synchroniser;0
provenir;0
légaliser;0
annoncer;0
bâtir;0
rejeter;-1
reverser;0
publier;0
stériliser;-1
dédire;0
noter;0
rétribuer;0
sentir;0
reproduire;1
redéployer;1
employer;1
redevenir;0
réutiliser;0
impulser;1
contaminer;-1
banaliser;0
ringarder;-1
voter;0
élire;1
souscrire;0
réunir;0
détenir;0
incorporer;0
déterminer;0
extraire;-1
progresser;1
mentionner;0
dédommager;0
plafonner;10
nettoyer;-1
équilibrer;0
reteindre;0
mobiliser;1
rapporter;0
privatiser;-1
interroger;0
avoir;0
hésiter;0
couper;-1
compter;0
placer;0
instituer;0
franchir;0
localiser;0
exonérer;-1
remodeler;0
éditer;0
inculquer;0
exercer;0
cofinancer;1
étudier;0
enregistrer;0
revitaliser;0
contrer;-1
convenir;0
renommer;0
préconiser;1
racheter;1
dissimuler;-1
ouvrer;0
cumuler;1
réclamer;0
restructurer;-1
croiser;0
digitaliser;0
calfeutrer;0
dédier;0
verbaliser;0
afficher;0
individualiser;0
déshabiller;-1
alourdir;0
circuler;0
conduire;0
mandater;0
seoir;0
élaborer;0
suspendre;0
boire;0
lutter;0
planter;0
remarquer;0
programmer;0
appeler;0
minimiser;-1
réintroduire;0
résider;0
pallier;0
perdurer;0
inscrire;0
commenter;0
explorer;0
occulter;-1
négocier;0
réprimander;-1
accomplir;0
attirer;0
labelliser;0
redécouvrir;0
coordonner;0
remplir;1
critiquer;-1
anticiper;0
figer;0
coudre;0
répercuter;0
propager;0
initier;0
hiérarchiser;0
massifier;1
consister;0
redistribuer;1
traquer;-1
infliger;-1
sortir;0
grossir;0
exclure;-1
graver;0
doter;0
combattre;-1
moderniser;0
déclencher;0
tomber;-1
requérir;0
suffire;0
invertir;-1
combiner;0
redonder;0
accueillir;0
condamner;-1
émerger;1
systématiser;0
abroger;-1
concurrencer;0
déconstruire;-1
soustraire;-1
adosser;0
régénérer;1
amortir;0
modérer;0
reprocher;0
insérer;1
réformer;0
craindre;-1
délaisser;-1
finir;-1
reconduire;0
optimiser;1
faillir;-1
découvrir;0
respirer;0
légiférer;0
soulager;0
acter;0
diluer;0
transporter;0
tolérer;0
abrutir;-1
industrialiser;0
rassembler;0
repérer;0
compliquer;0
chiffrer;0
prôner;1
rentabiliser;1
sélectionner;0
entamer;0
renégocier;0
ravager;-1
soumettre;-1
sacrifier;-1
admettre;0
épater;0
engraisser;0
sévir;-1
réapprendre;0
flécher;0
dompter;0
éclairer;1
internaliser;0
guider;0
laminer;-1
sauver;1
confondre;0
contingenter;0
durabiliser;0
freiner;-1
canaliser;0
fouetter;-1
résonner;0
léser;-1
outrepasser;0
paraître;0
enfoncer;-1
questionner;0
démanteler;-1
briser;-1
dissocier;-1
affiner;0
souhaiter;1
bisser;0
déverser;0
divulguer;0
référencer;0
refondre;0
repeupler;1
déposer;0
rater;-1
révéler;0
ralentir;-1
procurer;0
tester;0
illuminer;0
encaisser;0
acquitter;0
ressentir;0
replacer;1
renationnaliser;0
moyenner;0
dégueulasser;-1
uniformiser;0
méditer;0
politiser;0
rapatrier;0
vérifier;0
surchauffer;-1
occuper;0
démarrer;0
consulter;0
assortir;0
réinstaller;0
attitrer;0
enrichir;1
hausser;1
appauvrir;-1
sécher;-1
homogénéiser;0
réveiller;1
dynamiser;0
endommager;-1
intéresser;0
minorer;-1
coupler;0
prouver;0
essayer;0
déléguer;0
marcher;0
dénigrer;-1
balancer;0
consentir;0
excéder;0
promulguer;0
plumer;0
escroquer;-1
ignorer;-1
encourir;0
déconcentrer;-1
dresser;0
estimer;0
féliciter;1
transposer;0
coïncider;0
réimplanter;0
végétaliser;0
adjoindre;0
arbitrer;0
grouper;0
sillonner;0
risquer;-1
nourrir;0
capter;0
égaler;0
catégoriser;0
basculer;0
retenir;-1
corriger;-1
appréhender;0
stimuler;1
éluder;0
exprimer;0
agir;0
notifier;0
éloigner;0
débouter;0
livrer;0
fluidifier;0
traduire;0
verdir;0
renaître;0
brûler;-1
récolter;-1
sursaturer;0
fédérer;0
conférer;1
reculer;-1
aggraver;-1
casser;-1
remontrer;0
décrire;0
déguiser;0
arpenter;0
capoter;-1
aidesvoir;0
cotiser;0
sponsoriser;0
flamber;-1
structurer;0
décréter;0
nationaliser;0
rebouter;-1
insoler;0
défiler;-1
européaniser;0
combler;0
bousculer;-1
retourner;0
atténuer;-1
reconstituer;1
croire;0
boucler;-1
pulluler;-1
rattacher;0
incriminer;-1
prévenir;0
rétrécir;0
réconcilier;0
saurer;0
différencier;0
cristalliser;0
réinfecter;-1
dicter;0
dédaigner;-1
pencher;0
terrer;0
ménager;0
repousser;-1
incrémenter;0
automatiser;0
confirmer;0
veiller;0
émaner;0
regorger;0
ostraciser;-1
ressortir;0
mélanger;0
assujettir;-1
homologuer;0
entreprendre;0
apaiser;0
contourner;0
implanter;0
dévoyer;0
confisquer;-1
reconstruire;0
dématérialiser;0
lister;0
subvenir;1
fragiliser;-1
grimper;0
embaucher;1
résumer;0
réviser;0
regeler;-1
découler;0
concéder;0
reformer;1
poster;0
intérioriser;0
rallier;0
aposter;0
ramasser;-1
exposer;0
éveiller;0
assister;1
détester;-1
endormir;0
accumuler;0
concrétiser;0
raboter;-1
réinventer;0
centrer;0
allier;0
baser;0
déculpabiliser;0
recueillir;1
étiqueter;1
jauger;0
rencontrer;0
procéder;0
exploser;-1
rebaisser;-1
tripler;1
fendre;-1
zoner;0
inaugurer;1
fructifier;1
délivrer;1
conscientiser;0
assainir;-1
visualiser;0
dispenser;-1
confronter;0
assoler;0
échapper;-1
vener;0
enfler;-1
filtrer;-1
incarner;0
vaporiser;0
exploiter;-1
gratifier;1
proclamer;0
lisser;0
certifier;0
partir;0
deviner;0
désinviter;-1
plier;0
miroiter;0
décentraliser;0
apposer;0
morceler;0
surconsommer;0
commander;0
financiariser;1
téléviser;0
manier;0
ancrer;0
examiner;0
arroser;0
muter;-1
alerter;0
englober;0
détériorer;-1
prescrire;0
raviver;1
converger;1
viabiliser;1
brancher;0
recoudre;0
épargner;0
citer;0
absorber;-1
délimiter;0
solutionner;0
monétiser;0
promettre;0
préoccuper;0
spécifier;0
accrocher;0
rader;0
chambouler;0
entrevoir;0
sauvegarder;0
agiter;0
remporter;1
rallonger;0
électrifier;0
pondre;0
recouvrir;0
irriguer;0
voiturer;0
lever;0
stationner;0
répudier;-1
espérer;0
occasionner;0
départager;0
aplanir;0
enterrer;0
dépérir;-1
remembrer;0
médiatiser;0
animer;0
suggérer;0
recenser;0
enter;0
alterner;0
débuter;0
décrier;-1
recracher;-1
saturer;1
encenser;1
compromettre;-1
arriver;0
habiliter;1
solliciter;0
achever;0
dater;0
correspondre;0
shooter;-1
cadencer;0
gager;0
gêner;-1
replanter;1
recommander;1
matraquer;-1
blâmer;-1
raccourcir;-1
vanter;0
jouir;1
heurter;-1
entraver;-1
sous-estimer;-1
enlaidir;-1
affaiblir;-1
repriser;0
empiéter;-1
charroyer;0
étoffer;1
renseigner;0
titrer;0
défavoriser;-1
ressusciter;1
dépolluer;1
chasser;-1
stocker;0
débarrasser;-1
raser;-1
raccorder;0
mailler;0
dégrader;-1
vaincre;0
ficher;0
frapper;-1
céder;-1
enrouer;-1
aspirer;-1
habituer;0
sauter;0
vieillir;0
friser;0
renoncer;-1
répandre;0
répéter;0
concerter;0
mixer;0
décongestionner;-1
asphyxier;-1
finaliser;0
bonifier;1
liquider;-1
encombrer;-1
apprécier;1
implémenter;1
résulter;0
réajuster;0
réinviter;0
souffrir;-1
denseréduire;0
résilier;-1
écourter;-1
neutraliser;-1
démoraliser;-1
déboucher;0
exalter;1
recourir;0
adhérer;0
couler;-1
balader;0
saboter;-1
honorer;0
rééduquer;0
lasser;-1
dévorer;-1
entasser;0
défrayer;0
retarder;-1
orchestrer;0
défier;-1
ruiner;-1
fleurir;0
piloter;0
frire;0
actualiser;0
botter;0
trahir;-1
sanctifier;0
emboîter;0
creuser;0
régulariser;0
complexifier;0
renouer;0
bosser;0
disperser;0
araser;0
abriter;0
jurer;0
contacter;0
sectoriser;0
tenter;0
pointer;0
débrider;0
fusionner;0
bonder;0
fier;0
répertorier;0
pourvoir;0
désertifier;-1
distinguer;0
puiser;0
dessiner;0
frôler;0
venter;0
scléroser;-1
balayer;0
voler;0
désengorger;-1
situer;0
éprouver;0
empanner;0
matérialiser;1
obstruer;-1
renier;-1
décharger;-1
écarter;-1
translocaliser;0
pâtir;0
démolir;-1
précipiter;0
raffiner;0
quadriller;0
croître;1
rompre;-1
parer;0
covoiturageréunir;0
piétonniser;1
communoutre;0
falloir;0
covoiturageaider;0
véroler;0
vélovoir;0
véloscooter;0
communretablir;0
communretrouver;0
communfavoriser;0
communvoir;0
retraiter;0
covoiturageaugmenter;0
véloproposer;0
démonter;-1
fossiliser;0
sonder;0
relater;0
develloper;1
partagelimiter;0
communréhabiliter;0
inutiliser;0
vélodeveloper;0
covoituragevaloriser;0
communfaciliter;0
puer;-1
vélobaisser;0
abréger;-1
enclaver;-1
communencourager;0
communaménager;0
vélodévelopper;0
communrepenser;0
frustrer;-1
vélorentabiliser;0
communmaintenir;0
communmettre;0
véloencourager;0
auditionner;0
véloforcer;0
véloinciter;0
covoituragedévelopper;0
véloavoir;0
calibrer;0
vélosubventionner;0
covoiturageréduire;0
vélofavoriser;0
priser;0
communutiliser;0
communavoir;0
vélodevelopper;0
refouler;-1
covoituragelimiter;0
connecter;0
vélorevitaliser;0
vélostopper;0
véloéviter;0
celer;0
communrechercher;0
vélomaintenir;0
covoituragerelocaliser;0
revendiquer;0
covoiturageavoir;0
fréquenter;0
parquer;0
communinstaurer;0
communpréférer;0
véloaméliorer;0
raugmenter;1
covoiturageposer;0
covoituragecreer;0
évacuer;-1
partageaugmenter;0
commundécentraliser;0
détricoter;-1
covoituragefavoriser;0
cohabiter;0
véloviter;0
covoiturageinciter;0
véloaménager;0
vélorenforcer;0
déroger;-1
communbaisser;0
partageréduire;0
véloraccourcir;0
communreprendre;0
covoiturageadapter;0
adresser;0
véloaugmenter;0
attacher;0
commungénéraliser;0
covoituragedevelopper;0
communimposer;0
échanger;0
maltraiter;-1
éclater;-1
chapeauter;0
désigner;0
consolider;1
engranger;0
diligenter;0
coquer;0
menacer;-1
focaliser;0
berner;0
tisser;0
braver;0
mâcher;0
barbouiller;0
unir;0
airer;0
déprécier;-1
façonner;0
empercher;0
superviser;0
commettre;0
facetter;0
marier;0
appartenir;0
régionaliser;0
formuler;0
causer;0
latter;-1
nouer;0
brimer;-1
challenger;0
étouffer;-1
appuyer;0
écheveler;0
relayer;0
avouer;0
discuter;0
caler;0
additionner;0
cloisonner;0
avérer;0
héberger;0
décliner;-1
géolocaliser;0
gommer;0
réfléchir;0
relaxer;0
amputer;-1
redensifier;0
valider;0
affirmer;0
déconnecter;-1
reconquérir;0
nommer;0
actionner;0
emparer;-1
aliéner;-1
dormir;0
ressembler;0
municipaliser;0
fissionner;0
opérer;0
précéder;0
flexibiliser;0
fouir;0
restituer;0
déprogrammer;0
desserrer;0
serrer;-1
témoigner;0
innover;0
filmer;0
emporter;-1
receler;0
embarquer;0
sanctuariser;0
rebuter;-1
sous-traiter;0
ecocompenser;0
rattraper;0
incomber;0
cheminer;0
astreindre;-1
bigarrer;0
digérer;0
fonder;1
regénérer;1
épandre;0
geler;-1
ruer;0
urbaniser;0
retravailler;0
manifester;0
désherber;-1
subordonner;-1
solder;-1
percer;-1
percher;0
intoxiquer;-1
réagir;0
ranimer;0
boursicoter;0
destituer;-1
socialiser;0
éroder;-1
séduire;0
visionner;0
perméabiliser;0
épuiser;-1
plonger;0
fausser;-1
sombrer;-1
décroître;-1
reluquer;0
engrener;0
exacerber;0
semer;0
déserter;-1
chuter;0
traîner;0
substituer;-1
paralyser;-1
gouverner;0
décoloniser;0
capturer;-1
engorger;0
engloutir;-1
courir;0
asservir;-1
inonder;0
émanciper;1
empirer;0
dérouter;0
standardiser;0
détecter;0
dénaturer;-1
écraser;-1
roussir;0
naître;1
calmer;0
subsister;0
purifier;0
migrer;0
décartonner;-1
nier;0
officialiser;0
saccager;-1
convoquer;0
classer;0
exempter;0
imputer;-1
marteler;0
bétonner;0
professionnaliser;0
dissoudre;-1
amender;0
caractériser;0
globaliser;0
reboiser;1
refroidir;-1
bouleverser;-1
oser;0
reconvertir;0
mécontenter;0
empierrer;0
curer;0
ramer;0
pistonner;0
carter;0
réaffirmer;0
enrayer;-1
saborder;-1
coloniser;0
estoquer;0
exterminer;-1
secouer;0
river;0
ordonner;0
empoisonner;-1
provisionner;1
soigner;1
dégrouper;-1
conjuguer;0
rogner;-1
corrompre;-1
flinguer;-1
criminaliser;-1
formater;0
abonner;0
décarbonater;-1
munir;0
avertir;0
rafraîchir;0
accaparer;-1
refiler;0
héler;0
grandir;0
survoler;0
soulever;0
échouer;-1
noyer;-1
pourrir;-1
drainer;-1
perturber;-1
bafouer;-1
anéantir;-1
annihiler;-1
scinder;-1
imperméabiliser;0
recommencer;0
déformer;-1
affronter;0
transiter;0
deviser;0
attiser;0
organsiner;0
regretter;0
quantifier;0
rimer;0
matir;0
chérir;1
prononcer;0
reformuler;0
applaudir;0
déjouer;-1
équivaloir;0
ratifier;0
retracer;0
épauler;0
oppresser;-1
pisser;-1
perfectionner;1
boiser;0
endetter;-1
poindre;0
acheminer;0
discréditer;0
reléguer;0
conformer;0
contester;0
désorganiser;-1
sacraliser;0
plaider;0
rajeunir;0
grignoter;-1
numériser;0
surexploiter;0
modeler;0
repartager;0
infléchir;0
souper;0
reconnecter;0
miser;0
défigurer;-1
énoncer;0
joncher;0
assigner;0
versifier;0
sonner;0
endiguer;-1
invoquer;0
prévaloir;0
réapparaître;0
presser;0
temporiser;0
pomper;-1
patienter;0
recaser;0
confiner;0
castrer;-1
rejouer;0
dérégler;-1
fondre;0
dorer;0
dévoiler;0
saucissonner;0
fertiliser;1
pister;0
mentir;-1
imprimer;0
habiller;0
aérer;0
décupler;1
remercier;0
conclure;0
oeuvrer;0
démembrer;-1
excuser;0
étonner;0
arracher;-1
interrompre;-1
administrer;1
détailler;0
véhiculer;0
mourir;-1
pulvériser;-1
bader;0
interviewer;0
documenter;0
désacraliser;-1
braquer;-1
désembourber;-1
ranger;0
corroborer;0
brouiller;-1
fidéliser;0
résorber;1
emballer;0
apparoir;0
parceller;-1
foncer;0
cadrer;0
revivifier;1
séquestrer;-1
distordre;-1
préempter;0
abattre;-1
gâcher;-1
comprimévoir;0
affrioler;0
redescendre;0
étrangler;-1
voguer;0
pacifier;0
désapprendre;-1
surprendre;0
peindre;0
calquer;0
faiblir;0
saler;0
dediaboliser;0
redémarrer;1
imiter;0
diagnostiquer;0
halluciner;0
surdimensioner;0
refleurir;0
glander;0
réceptionner;0
édicter;0
désinvestir;-1
écouler;-1
revisser;0
museler;-1
reverdir;0
débattre;0
breveter;0
grever;0
déséquilibrer;-1
réchauffer;0
resserrer;0
édifier;0
abuser;-1
stagner;0
retrousser;0
démultiplier;1
obérer;0
tergiverser;0
cerner;0
surpasser;1
externaliser;0
miner;0
tromper;-1
dérouler;0
exécuter;0
déstabiliser;-1
décrisper;1
humaingetter;0
motter;0
décorner;0
entériner;0
différer;0
avaler;0
interpeler;0
contrarier;-1
composer;0
contrecarrer;0
climatiser;0
commercer;0
assécher;-1
inquiéter;-1
muscler;0
approcher;0
enfouir;-1
vuefermeture;0
malgre;0
qualifier;0
coproduire;0
détrôner;-1
exhorter;-1
interdictir;-1
abolir;-1
totaliser;0
bouler;-1
interjeter;0
omettre;0
nuancer;0
étourdir;-1
pivoter;0
épurer;0
dévaster;0
alléguer;0
déborder;-1
régner;0
transcrire;0
séquencer;0
colorer;0
violer;-1
infirmer;0
fumer;-1
présupposer;0
tondre;-1
orner;0
démouler;-1
caner;0
budgéter;0
défoncer;-1
pâturer;0
rectifier;0
luter;-1
transmettre;0
surseoir;0
dispatcher;0
dégraisser;-1
déconseiller;-1
délester;-1
décoller;0
asseoir;0
proférer;0
diplômer;0
recouper;-1
désactiver;-1
dénombrer;-1
exhausser;0
ligner;0
rabâcher;0
découper;-1
brasser;0
entourer;0
froisser;0
ressemer;1
persécuter;-1
surmédicaliser;0
réfuter;-1
pénétrer;0
réinsérer;1
réexaminer;0
censurer;-1
prédire;0
hypothéquer;-1
inspirer;0
prétendre;0
persévérer;0
fléchir;0
bayer;0
courber;0
transgresser;-1
supplanter;-1
dupliquer;0
récrire;0
vacher;0
déprimer;-1
segmenter;0
auditer;0
immobiliser;0
interpréter;0
faucher;-1
spolier;-1
noyauter;0
optimaliser;0
résister;0
houblonner;0
vibrer;0
hurler;0
ioder;0
piéger;-1
intenter;0
juguler;-1
pondérer;0
râler;-1
jaillir;1
influer;0
leurrer;0
déterrer;-1
prêter;0
défalquer;-1
planétaireobliger;0
usurper;-1
noircir;-1
déranger;0
concourir;0
accréditer;1
irriter;-1
scier;-1
discriminer;-1
régresser;-1
enjoindre;0
harceler;-1
contenter;0
dénaturaliser;-1
compiler;0
retisser;0
fractionner;-1
parsemer;0
ingurgiter;0
débureaucratiser;0
récréer;1
désenchanter;-1
désindustrialiser;-1
adoucir;0
prétexter;0
pendre;-1
tarder;0
barrer;0
décimer;-1
bourder;-1
acidifier;-1
angoisser;-1
battre;-1
durablerevoir;0
relativiser;0
réactualiser;0
dominer;-1
sourciller;0
blairer;1
débusquer;0
polluantrelocaliser;0
découpler;-1
essuyer;0
biffer;-1
rebâtir;1
boucher;-1
brandir;0
émulsionner;0
parvenir;0
statuer;0
dénoter;0
barder;0
recouvrer;0
caresser;0
dédiaboliser;0
cirer;0
mémoriser;0
artificialiser;0
trancher;-1
nover;0
décompresser;0
exciper;0
réengager;1
surprotéger;0
projeter;0
enliser;-1
salir;-1
indisposer;0
garnir;1
glisser;0
affranchir;0
mondialiser;0
affréter;1
carburer;0
clamer;0
déminéraliser;0
déceler;0
cartographier;0
approuver;1
majorer;1
approfondir;0
emmerder;-1
avorter;-1
agricolechimiqueéradiquer;0
truquer;-1
soumissionner;0
dévaloriser;-1
collectiviser;0
parrainer;0
remparer;0
torpiller;-1
tarir;-1
méconnaître;-1
embrouiller;-1
mater;-1
escalader;0
borner;0
coller;0
autoalimenter;0
cocher;0
amoindrir;-1
évider;-1
désencombrer;0
décevoir;0
décentrer;0
mortifère;-1
blinder;0
dessaler;0
redire;0
loger;0
dévaluer;-1
repêcher;0
postposer;0
éparpiller;-1
aboutir;0
clouer;0
éjecter;-1
collaborer;0
constitutionnaliser;0
commuer;-1
discipliner;0
tempérer;0
chanter;0
fragmenter;-1
regagner;0
resaluer;0
partitionner;-1
débanaliser;0
approvisionner;0
obéir;0
siphonner;-1
répliquer;0
recruter;0
démobiliser;-1
télétravailler;0
adorer;1
contempler;0
ambitionner;0
déboiser;-1
dramatiser;0
formaliser;0
redouter;0
transitionner;0
enduire;0
dépouiller;-1
expédier;0
enfumer;-1
forfaitiser;0
débarquer;-1
simuler;0
clôturer;-1
biaiser;0
créditer;1
débétonniser;-1
agrémenter;1
handicaper;0
copier;1
conseiller;0
prostituer;-1
désavantager;-1
quadrupler;0
cracher;-1
redorer;0
assimiler;0
mutiler;-1
emprisonner;-1
abreuver;0
marrer;0
monopoliser;0
délayer;0
saper;-1
surmonter;0
décloisonner;0
agresser;-1
rayonner;0
humidifier;0
ombrager;-1
ravir;0
dévier;-1
préétablir;0
démasquer;-1
réoccuper;0
indemniser;0
disqualifier;-1
interconnecter;0
arrimer;0
gréer;0
ferroviaire;0
armer;1
repeigner;0
filer;0
civiliser;0
déporter;-1
rétrocéder;-1
torturer;-1
piqueter;0
bureaucratiser;0
éponger;-1
mousser;0
déshonorer;-1
arborer;0
enchérir;1
gâter;1
vouer;0
massacrer;-1
enflammer;-1
expertiser;0
choquer;-1
imbriquer;0
farter;0
réitérer;0
arraisonner;0
survaloriser;0
déférer;0
pédaler;0
synthétiser;0
ruisseler;1
remiser;0
lifter;0
coexister;0
planer;0
évincer;-1
escamoter;0
agoniser;-1
foisonner;1
insinuer;0
recaler;0
strier;0
vidéoverbaliser;0
rabattre;-1
deforester;-1
vilipender;0
ronger;-1
attester;0
entacher;0
renflouer;0
gravir;0
confectionner;1
ennuyer;0
fracturer;-1
crédibiliser;1
déraisonner;-1
conquérir;0
polir;0
douter;0
lécher;0
radicaliser;0
obligatoire;0
sacrer;0
débiter;-1
déplorer;-1
